StockCode,Description,Degree,PageRank,BetweennessCentrality,Community
22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",46,0.000314,0.0,1
20931,BLUE POT PLANT CANDLE ,9,0.000314,0.00129,2
20702,PINK PADDED MOBILE,42,0.000314,0.000645,1
23112,PARISIENNE CURIO CABINET,38,0.000313,0.0,0
22338,STAR DECORATION PAINTED ZINC ,26,0.000312,0.0,0
84819,DANISH ROSE ROUND SEWING BOX,4,0.000312,0.000645,56
47504K,ENGLISH ROSE GARDEN SECATEURS,25,0.000312,0.00129,5
22736,RIBBON REEL MAKING SNOWMEN ,32,0.000312,0.0,0
23555,LANDMARK FRAME NOTTING HILL ,5,0.000312,0.0,0
22207,FRYING PAN UNION FLAG,60,0.000312,0.0,2
85035C,ROSE 3 WICK MORRIS BOX CANDLE,12,0.000312,0.0,6
21488,RED WHITE SCARF  HOT WATER BOTTLE,54,0.000311,0.0,0
21561,DINOSAUR LUNCH BOX WITH CUTLERY,53,0.000311,0.0,1
21158,MOODY GIRL DOOR HANGER ,16,0.00031,0.0,2
35647,VINTAGE BEAD PINK SHADE ,24,0.00031,0.0,2
20671,BLUE TEATIME PRINT BOWL ,19,0.00031,0.0,2
21275,ZINC TOP  2 DOOR WOODEN SHELF ,5,0.00031,0.001935,47
23506,MINI PLAYING CARDS SPACEBOY ,8,0.00031,0.00129,10
23556,LANDMARK FRAME COVENT GARDEN ,5,0.00031,0.0,0
84875B,GREEN SQUARE COMPACT MIRROR,20,0.000309,0.0,3
23512,EMBROIDERED RIBBON REEL ROSIE,9,0.000309,0.0,10
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,67,0.000309,0.0,1
21617,4 LILY  BOTANICAL DINNER CANDLES,16,0.000308,0.0,7
21688,SILVER PLATE CANDLE BOWL SMALL,9,0.000308,0.000645,8
85221,ASSORTED COLOUR SILK COIN PURSE,2,0.000308,0.0,67
79320,FLAMINGO LIGHTS,36,0.000308,0.0,2
22999,TRAVEL CARD WALLET VINTAGE LEAF,21,0.000307,0.0,2
22200,FRYING PAN PINK POLKADOT ,30,0.000307,0.0,1
21883,STARS GIFT TAPE ,18,0.000307,0.001933,7
22626,BLACK KITCHEN SCALES,55,0.000307,0.0,2
22681,FRENCH BLUE METAL DOOR SIGN 6,22,0.000307,0.0,2
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,29,0.000307,0.0,2
23323,WHITE WICKER STAR ,34,0.000307,0.0,0
85224,ASSORTED COLOUR SILK GLASSES CASE,2,0.000306,0.0,67
47599B,BLUE PARTY BAGS ,39,0.000305,0.0,1
21333,CLASSIC WHITE FRAME,44,0.000305,0.0,0
72799E,IVORY PILLAR CANDLE SILVER FLOCK,13,0.000305,0.000645,18
23028,DRAWER KNOB CRACKLE GLAZE BLUE,24,0.000305,0.0,2
22526,WHEELBARROW FOR CHILDREN ,34,0.000305,0.0,9
22025,RING OF ROSES BIRTHDAY CARD,33,0.000305,0.0,1
23232,WRAP VINTAGE LEAF DESIGN,42,0.000304,0.0,1
23047,PAPER LANTERN 5 POINT SEQUIN STAR,2,0.000304,0.0,16
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,26,0.000304,0.0,2
23504,PLAYING CARDS JUBILEE UNION JACK,28,0.000304,0.000644,0
23172,REGENCY TEA PLATE PINK,33,0.000304,0.0,2
20654,FIRST CLASS LUGGAGE TAG ,5,0.000304,2e-06,2
22377,BOTTLE BAG RETROSPOT ,59,0.000304,0.0,1
22810,SET OF 6 T-LIGHTS SNOWMEN,32,0.000304,0.000645,0
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,13,0.000303,0.0,0
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,3,0.000303,0.0,32
21986,PACK OF 12 PINK POLKADOT TISSUES,50,0.000303,0.0,1
22673,FRENCH GARDEN SIGN BLUE METAL,23,0.000303,0.0,2
22672,FRENCH BATHROOM SIGN BLUE METAL,46,0.000303,0.0,2
10133,COLOURING PENCILS BROWN TUBE,29,0.000303,0.000643,1
22168,ORGANISER WOOD ANTIQUE WHITE ,53,0.000302,0.0,0
22524,CHILDRENS GARDEN GLOVES BLUE,26,0.000302,0.0,9
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,31,0.000302,0.000643,0
23309,SET OF 60 I LOVE LONDON CAKE CASES ,38,0.000302,0.0,1
22930,BAKING MOULD HEART MILK CHOCOLATE,20,0.000302,0.000645,2
21472,LADYBIRD + BEE RAFFIA FOOD COVER,41,0.000302,0.0,1
23044,PAPER LANTERN 9 POINT HOLLY STAR S,2,0.000301,0.0,16
23221,REINDEER HEART DECORATION SILVER,11,0.000301,0.003865,0
22611,VINTAGE UNION JACK SHOPPING BAG,37,0.000301,0.0,2
20803,SMALL PINK GLASS SUNDAE DISH,3,0.000301,0.00129,35
23520,EMBROIDERED RIBBON REEL RUBY ,8,0.000301,0.0,10
84926A,WAKE UP COCKEREL TILE COASTER,1,0.0003,0.0,89
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,43,0.0003,0.0,1
20665,RED SPOTTY PURSE ,39,0.0003,0.000645,1
22816,CARD MOTORBIKE SANTA,30,0.0003,0.0,0
23381,PACK OF 12 VINTAGE LEAF TISSUES ,3,0.000299,0.000645,58
85049C,ROMANTIC PINKS RIBBONS ,46,0.000299,0.0,0
21204,DAISIES  HONEYCOMB GARLAND ,24,0.000299,0.0,1
22962,JAM JAR WITH PINK LID,44,0.000299,0.0,2
23452,HEART MINI PORTRAIT FRAME,3,0.000299,0.00129,94
23014,GLASS APOTHECARY BOTTLE ELIXIR,24,0.000299,0.0,4
21452,TOADSTOOL MONEY BOX,42,0.000299,0.0,1
23034,DRAWER KNOB CERAMIC BLACK,19,0.000299,0.0,2
23367,SET 12 COLOUR PENCILS SPACEBOY ,25,0.000298,0.0,1
21824,PAINTED METAL STAR WITH HOLLY BELLS,18,0.000298,0.0,0
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,39,0.000298,0.0,1
23220,REINDEER HEART DECORATION GOLD,4,0.000297,0.000644,27
85019C,CURIOUS  IMAGES NOTEBOOK SET,1,0.000297,0.0,79
22997,TRAVEL CARD WALLET UNION JACK,19,0.000297,0.0,2
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,5,0.000297,0.001289,26
22604,SET OF 4 NAPKIN CHARMS CUTLERY,23,0.000297,0.000645,0
22572,ROCKING HORSE GREEN CHRISTMAS ,29,0.000297,0.0,0
22927,GREEN GIANT GARDEN THERMOMETER,29,0.000296,0.0,2
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,17,0.000296,0.0,1
84467,ENGLISH ROSE DESIGN QUILTED THROW,5,0.000296,0.0,15
22478,BIRDHOUSE GARDEN MARKER ,35,0.000296,0.0,0
23076,ICE CREAM SUNDAE LIP GLOSS,53,0.000295,0.0,1
22359,GLASS JAR KINGS CHOICE,18,0.000295,0.0,4
23046,PAPER LANTERN 9 POINT DELUXE STAR,2,0.000295,0.000645,16
22483,RED GINGHAM TEDDY BEAR ,53,0.000295,0.0,1
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,3,0.000295,0.0,32
21780,MA CAMPAGNE 4 DRAWER WALL SHELF,3,0.000294,0.0,47
22689,DOORMAT MERRY CHRISTMAS RED ,38,0.000294,0.0,0
21586,KINGS CHOICE GIANT TUBE MATCHES,40,0.000294,0.0,0
21722,SWEET PUDDING STICKER SHEET,1,0.000293,0.0,84
20766,GARDEN PATH SKETCHBOOK,6,0.000293,0.0,5
21208,PASTEL COLOUR HONEYCOMB FAN,4,0.000293,0.0,36
22460,EMBOSSED GLASS TEALIGHT HOLDER,59,0.000293,0.0,0
22710,WRAP I LOVE LONDON ,34,0.000293,0.0,1
22872,NUMBER TILE COTTAGE GARDEN 4,3,0.000292,0.0,14
22199,FRYING PAN RED POLKADOT ,33,0.000292,0.001289,1
85032A,ROMANTIC IMAGES GIFT WRAP SET,7,0.000291,0.00129,5
23531,WALL ART BIG LOVE ,13,0.000291,0.0,0
21973,SET OF 36 MUSHROOM PAPER DOILIES,24,0.000291,0.0,1
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,2,0.000291,0.0,49
23033,DRAWER KNOB CERAMIC RED,18,0.000291,0.0,2
20617,FIRST CLASS PASSPORT COVER ,4,0.00029,0.000645,2
22525,CHILDRENS GARDEN GLOVES PINK,28,0.00029,0.0,9
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",46,0.00029,0.0,1
23527,WALL ART ANIMALS AND NATURE ,8,0.00029,0.0,0
23182,TOILET SIGN OCCUPIED OR VACANT,42,0.000289,0.0,2
23396,LE JARDIN BOTANIQUE CUSHION COVER,22,0.000289,0.0,0
23330,DECORATIVE WICKER HEART MEDIUM,28,0.000289,0.0,0
23428,IVORY RETRO KITCHEN WALL CLOCK,3,0.000289,0.00129,97
23451,SQUARE MINI PORTRAIT FRAME,2,0.000289,0.0,94
22410,MONEY BOX HOUSEKEEPING DESIGN,23,0.000289,0.000644,4
84684,BEACH HUT PHOTO FRAME,3,0.000288,0.0,25
23453,OVAL  MINI PORTRAIT FRAME,2,0.000288,0.0,94
22078,RIBBON REEL LACE DESIGN ,36,0.000288,0.0,0
21077,SET/20 WOODLAND PAPER NAPKINS ,24,0.000288,0.0,1
21631,HIPPY CHIC DECORATIVE PARASOL,3,0.000288,0.00129,80
23403,LETTER HOLDER HOME SWEET HOME,17,0.000288,0.0,0
21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,4,0.000288,0.0,17
22801,ANTIQUE GLASS PEDESTAL BOWL,43,0.000288,0.0,0
21967,PACK OF 12 SKULL TISSUES,42,0.000288,0.0,1
21394,RED POLKADOT BEAKER ,12,0.000288,0.000644,11
15044D,RED PAPER PARASOL,28,0.000288,0.0,2
22426,ENAMEL WASH BOWL CREAM,48,0.000288,0.0,0
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,19,0.000288,0.0,0
21849,SILVER DIAMANTE PEN IN GIFT BOX,2,0.000288,0.0,31
20862,PINK PATCH PENCIL CASE BLUE HEART,2,0.000287,0.0,45
23130,MISTLETOE HEART WREATH GREEN,25,0.000287,0.0,0
21779,MA CAMPAGNE MINI WOODEN CHEST,3,0.000287,0.0,47
21696,SMALL SILVER TRELLIS CANDLEPOT,12,0.000287,0.0,8
21351,CINAMMON & ORANGE WREATH,13,0.000287,0.00129,0
20855,PINK PATCH PURSE BLUE HEART,2,0.000287,0.0,49
20864,DENIM PATCH PENCIL CASE BUTTERFLY,2,0.000287,0.0,45
22685,FRENCH BLUE METAL DOOR SIGN 0,17,0.000287,0.0,2
20773,BLUE PAISLEY NOTEBOOK,1,0.000286,0.0,61
23241,TREASURE TIN GYMKHANA DESIGN,31,0.000286,0.0,2
22839,3 TIER CAKE TIN GREEN AND CREAM,36,0.000286,0.0,2
21850,BLUE  DIAMANTE PEN IN GIFT BOX,2,0.000286,0.0,31
23057,BEADED CHANDELIER T-LIGHT HOLDER,4,0.000285,0.0,26
21241,GREEN SPOTTY CUP,32,0.000285,0.0,1
84686,BEACH HUT MIRROR,3,0.000285,0.0,25
21371,MIRRORED WALL ART POPPIES,1,0.000285,0.0,72
22258,FELT FARM ANIMAL RABBIT,6,0.000285,0.000645,3
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,39,0.000285,0.0,1
21276,TWO EMBOSSED HEART MINI DRAWERS,3,0.000284,0.0,47
22070,SMALL RED RETROSPOT MUG IN BOX ,43,0.000284,0.0,1
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,4,0.000284,0.000644,17
72800C,4 PINK DINNER CANDLE SILVER FLOCK,6,0.000284,0.0,18
22272,FELTCRAFT DOLL MARIA,40,0.000284,0.0,1
84212,"ASSORTED FLOWER COLOUR ""LEIS""",43,0.000284,0.0,1
21260,FIRST AID TIN,62,0.000284,0.0,4
23497,CLASSIC CHROME BICYCLE BELL ,24,0.000284,0.0,0
21787,RAIN PONCHO RETROSPOT,45,0.000284,0.000645,1
22515,CHILDS GARDEN SPADE PINK,17,0.000283,0.0,9
22425,ENAMEL COLANDER CREAM,43,0.000283,0.0,2
22984,CARD GINGHAM ROSE ,27,0.000283,0.0,1
22684,FRENCH BLUE METAL DOOR SIGN 9,16,0.000283,0.0,2
22937,BAKING MOULD CHOCOLATE CUPCAKES,21,0.000282,0.0,2
23420,PANTRY HOOK TEA STRAINER ,1,0.000282,0.0,91
22254,FELT TOADSTOOL LARGE,9,0.000282,0.0,3
22497,SET OF 2 TINS VINTAGE BATHROOM ,41,0.000282,0.0,2
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,22,0.000282,0.0,0
22946,WOODEN ADVENT CALENDAR CREAM,34,0.000281,0.0,0
23083,SET 6 PAPER TABLE LANTERN STARS ,35,0.000281,0.0,0
22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",28,0.000281,0.000645,0
21823,PAINTED METAL HEART WITH HOLLY BELL,18,0.000281,0.000645,0
23000,TRAVEL CARD WALLET TRANSPORT,15,0.00028,0.0,2
21713,CITRONELLA CANDLE FLOWERPOT,52,0.00028,0.0,0
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,18,0.00028,0.0,0
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,48,0.00028,0.0,1
22854,CREAM SWEETHEART EGG HOLDER,45,0.000279,0.0,0
22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,30,0.000279,0.0,1
22414,DOORMAT NEIGHBOURHOOD WITCH ,38,0.000279,0.0,2
22978,PANTRY ROLLING PIN,27,0.000279,0.0,2
22683,FRENCH BLUE METAL DOOR SIGN 8,15,0.000278,0.0,2
22098,BOUDOIR SQUARE TISSUE BOX,16,0.000278,0.000645,4
22991,GIRAFFE WOODEN RULER,33,0.000278,0.0,1
22209,WOOD STAMP SET HAPPY BIRTHDAY,11,0.000278,0.0,5
22597,MUSICAL ZINC HEART DECORATION ,26,0.000278,0.0,0
23570,TRADITIONAL PICK UP STICKS GAME ,31,0.000278,0.0,0
22448,PIN CUSHION BABUSHKA RED,5,0.000277,0.000645,6
23421,PANTRY HOOK SPATULA,1,0.000277,0.0,91
22535,MAGIC DRAWING SLATE BUNNIES ,21,0.000277,0.0,1
23523,WALL ART TREASURE AHOY ,8,0.000277,0.0,0
21633,SUNFLOWER DECORATIVE PARASOL,2,0.000277,0.0,80
22717,CARD DOG AND BALL ,24,0.000277,0.0,1
23530,WALL ART ONLY ONE PERSON ,10,0.000277,0.0,0
20758,ABSTRACT CIRCLES POCKET BOOK,3,0.000277,0.002579,5
22287,"DECORATION , WOBBLY CHICKEN, METAL ",11,0.000277,0.0,3
21224,SET/4 SKULL BADGES,15,0.000277,0.00129,1
85040A,S/4 PINK FLOWER CANDLES IN BOWL,23,0.000277,0.0,6
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,20,0.000277,0.0,0
22899,CHILDREN'S APRON DOLLY GIRL ,41,0.000276,0.0,1
21159,MOODY BOY  DOOR HANGER ,12,0.000276,0.0,2
21033,JUMBO BAG CHARLIE AND LOLA TOYS,44,0.000276,0.0,1
21374,MIRRORED WALL ART SKULLS,1,0.000275,0.0,72
21215,IVORY PAPER CUP CAKE CASES ,28,0.000275,0.0,1
22794,SWEETHEART WIRE MAGAZINE RACK,41,0.000275,0.0,0
84884A,ANT WHITE WIRE HEART SPIRAL,56,0.000275,0.0,0
85200,BUNNY EGG BOX,10,0.000275,0.000645,3
84016,FLAG OF ST GEORGE CAR FLAG,2,0.000275,0.000645,132
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,9,0.000275,0.0,12
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,13,0.000274,0.0,6
23265,SET OF 3 WOODEN TREE DECORATIONS,23,0.000274,0.0,0
23072,MARIE ANTOINETTE TRINKET BOX SILVER,4,0.000274,0.000645,26
23338,EGG FRYING PAN RED ,6,0.000274,0.000645,4
22281,EASTER TREE YELLOW BIRDS,14,0.000274,0.0,3
22439,6 ROCKET BALLOONS ,39,0.000274,0.0,1
85034C,3 ROSE MORRIS BOXED CANDLES,12,0.000274,0.0,6
23507,MINI PLAYING CARDS BUFFALO BILL ,6,0.000274,0.0,10
22931,BAKING MOULD HEART WHITE CHOCOLATE,14,0.000273,0.0,2
21194,PINK  HONEYCOMB PAPER FAN,4,0.000273,0.000645,36
23430,BLUE RETRO KITCHEN WALL CLOCK,2,0.000273,0.0,97
20777,CHRYSANTHEMUM NOTEBOOK,1,0.000273,0.0,61
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,17,0.000273,0.0,20
22185,SLATE TILE NATURAL HANGING,55,0.000273,0.0,0
23127,FELTCRAFT GIRL NICOLE KIT,29,0.000272,0.0,1
85067,CREAM SWEETHEART WALL CABINET,27,0.000272,0.0,0
20703,BLUE PADDED SOFT MOBILE,23,0.000272,0.0,1
85017B,ENVELOPE 50 BLOSSOM IMAGES,4,0.000272,0.00129,5
21880,RED RETROSPOT TAPE,16,0.000272,0.0,7
23429,RED RETRO KITCHEN WALL CLOCK,2,0.000272,0.0,97
22154,ANGEL DECORATION 3 BUTTONS ,26,0.000272,0.000645,0
20768,GREEN FERN JOURNAL ,5,0.000271,0.0,5
23329,DECORATIVE WICKER HEART LARGE,27,0.000271,0.0,0
23166,MEDIUM CERAMIC TOP STORAGE JAR,32,0.000271,0.0,2
85049D,BRIGHT BLUES RIBBONS ,29,0.000271,0.0,0
22516,CHILDS GARDEN RAKE BLUE,17,0.00027,0.0,9
21632,VINTAGE PINK DECORATIVE PARASOL,2,0.00027,0.0,80
84912A,PINK ROSE WASHBAG,2,0.00027,0.000645,104
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,9,0.00027,0.0,6
22613,PACK OF 20 SPACEBOY NAPKINS,29,0.00027,0.0,1
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,9,0.000269,0.0,30
23395,BELLE JARDINIERE CUSHION COVER,21,0.000269,0.0,0
22614,PACK OF 12 SPACEBOY TISSUES,30,0.000269,0.0,1
85049B,LUSH GREENS RIBBONS,36,0.000269,0.0,0
22733,3D TRADITIONAL CHRISTMAS STICKERS,25,0.000269,0.0,0
22994,TRAVEL CARD WALLET RETROSPOT,13,0.000269,0.0,2
21162,TOXIC AREA  DOOR HANGER ,12,0.000269,0.0,2
21265,PINK GOOSE FEATHER TREE 60CM,2,0.000268,0.0,55
23237,SET OF 4 KNICK KNACK TINS LEAF,26,0.000268,0.0,2
23388,WOODLAND MINI BACKPACK,21,0.000268,0.0,1
22796,PHOTO FRAME 3 CLASSIC HANGING,46,0.000268,0.0,0
21245,GREEN  SPOTTY PLATE ,28,0.000268,0.0,1
22609,PENS ASSORTED SPACEBALL,13,0.000268,0.0,5
79323LP,LIGHT PINK CHERRY LIGHTS,25,0.000267,0.0,2
21662,VINTAGE GLASS COFFEE CADDY,6,0.000267,0.000645,4
23437, 50'S CHRISTMAS GIFT BAG LARGE,18,0.000267,0.0,0
22175,PINK OWL SOFT TOY,46,0.000267,0.0,1
82613D,METAL SIGN CUPCAKE SINGLE HOOK,8,0.000267,0.000142,48
21724,PANDA AND BUNNIES STICKER SHEET,1,0.000267,0.0,84
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,21,0.000267,0.0,2
84619,BLUE GINGHAM ROSE QUILT ,2,0.000266,0.001935,15
85034A,3 GARDENIA MORRIS BOXED CANDLES,9,0.000266,0.0,6
22925,BLUE GIANT GARDEN THERMOMETER,24,0.000266,0.0,2
21067,VINTAGE RED TEATIME MUG,16,0.000266,0.00129,2
22893,MINI CAKE STAND T-LIGHT HOLDER,2,0.000266,0.000645,165
22434,BALLOON PUMP WITH 10 BALLOONS,28,0.000266,0.0,1
21984,PACK OF 12 PINK PAISLEY TISSUES ,32,0.000266,0.000645,1
22972,CHILDREN'S SPACEBOY MUG,21,0.000266,0.0,2
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,2,0.000266,0.0,17
22915,ASSORTED BOTTLE TOP  MAGNETS ,13,0.000266,0.00129,4
22498,WOODEN REGATTA BUNTING,57,0.000265,0.0,0
22044,CHRISTMAS CARD STACK OF PRESENTS,7,0.000265,0.000645,0
22057,CERAMIC PLATE STRAWBERRY DESIGN,28,0.000265,0.0,1
22741,FUNKY DIVA PEN,42,0.000265,0.0,1
48189,DOOR MAT FRIENDSHIP ,38,0.000265,0.0,0
23077,DOUGHNUT LIP GLOSS ,50,0.000265,0.0,1
22731,3D CHRISTMAS STAMPS STICKERS ,22,0.000265,0.0,0
21157,RED SPOTTY WASHBAG,30,0.000264,0.0,1
22040,BOTANICAL ROSE GIFT WRAP,10,0.000264,0.00129,21
23368,SET 12 COLOUR PENCILS DOLLY GIRL ,17,0.000264,0.000644,10
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,27,0.000264,0.0,1
21264,WHITE GOOSE FEATHER TREE 60CM ,2,0.000264,0.0,55
23283,DOORMAT VINTAGE LEAF,43,0.000264,0.0,2
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,26,0.000263,0.0,0
22691,DOORMAT WELCOME SUNRISE,37,0.000263,0.0,2
85019A,ROMANTIC IMAGES NOTEBOOK SET,1,0.000263,0.0,79
22540,MINI JIGSAW CIRCUS PARADE ,24,0.000263,0.0,1
47570B,TEA TIME TABLE CLOTH,36,0.000263,0.0,1
22813,PACK 3 BOXES BIRD PANNETONE ,36,0.000263,0.0,0
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,17,0.000263,0.0,0
22686,FRENCH BLUE METAL DOOR SIGN No,14,0.000263,0.0,2
22436,12 COLOURED PARTY BALLOONS,29,0.000262,0.0,1
21161,KEEP OUT BOYS DOOR HANGER ,14,0.000262,0.0,2
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,26,0.000262,0.0,1
23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,27,0.000262,0.0,2
23224,CHERUB HEART DECORATION GOLD,3,0.000261,0.0,27
85186A,EASTER BUNNY GARLAND OF FLOWERS,9,0.000261,0.0,3
22906,12 MESSAGE CARDS WITH ENVELOPES,44,0.000261,0.0,0
23055,IVORY CHANDELIER T-LIGHT HOLDER,3,0.000261,0.0,26
23152,IVORY SWEETHEART WIRE LETTER RACK ,19,0.000261,0.000645,0
82567,"AIRLINE LOUNGE,METAL SIGN",24,0.00026,0.0,2
22267,EASTER DECORATION EGG BUNNY ,13,0.00026,0.0,3
22354,RETROSPOT PADDED SEAT CUSHION,45,0.00026,0.0,1
23163,REGENCY SUGAR TONGS,19,0.00026,0.0,2
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,1,0.00026,0.0,89
22476,EMPIRE UNION JACK TV DINNER TRAY,29,0.00026,0.0,2
84817,DANISH ROSE DECORATIVE PLATE,6,0.00026,0.000645,56
23158,SET OF 5 LUCKY CAT MAGNETS ,27,0.000259,0.0,2
23006,TRAVEL CARD WALLET FLOWER MEADOW,14,0.000259,0.0,2
20681,PINK SPOTTY CHILDS UMBRELLA,36,0.000259,0.0,1
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,14,0.000259,0.000644,20
21420,OYSTER TRINKET BOX,1,0.000259,0.0,54
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,21,0.000259,0.0,2
21588,RETROSPOT GIANT TUBE MATCHES,34,0.000258,0.0,0
85130D,BEADED CRYSTAL HEART PINK LARGE,2,0.000258,0.000645,108
84795C,OCEAN STRIPE HAMMOCK ,17,0.000257,0.0,9
21726,MULTI HEARTS  STICKERS,2,0.000257,0.0,29
21447,12 IVORY ROSE PEG PLACE SETTINGS,28,0.000257,0.0,0
22942,CHRISTMAS LIGHTS 10 SANTAS ,31,0.000257,0.0,0
21867,PINK UNION JACK  LUGGAGE TAG,10,0.000257,0.0,2
22696,WICKER WREATH LARGE,32,0.000257,0.0,0
22419,LIPSTICK PEN RED,31,0.000256,0.0,1
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",19,0.000256,0.0,7
21415,CLAM SHELL SMALL ,1,0.000256,0.0,54
23473,WOODLAND SMALL RED FELT HEART,3,0.000256,0.000645,96
20977,36 PENCILS TUBE WOODLAND,42,0.000256,0.0,1
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,4,0.000256,0.000645,60
21587,COSY HOUR GIANT TUBE MATCHES,30,0.000255,0.0,0
22202,MILK PAN PINK RETROSPOT,20,0.000255,0.0,1
20984,12 PENCILS TALL TUBE POSY,20,0.000255,0.0,1
22656,VINTAGE BLUE KITCHEN CABINET,2,0.000255,0.000645,160
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,7,0.000255,0.0,18
22409,MONEY BOX BISCUITS DESIGN,14,0.000255,0.0,4
23266,SET OF 3 WOODEN STOCKING DECORATION,21,0.000255,0.0,0
23299,FOOD COVER WITH BEADS SET 2 ,23,0.000255,0.0,2
21418,STARFISH SOAP DISH,1,0.000255,0.0,54
20960,WATERMELON BATH SPONGE,18,0.000255,0.0,2
82597,BOMBS AWAY METAL SIGN,27,0.000255,0.0,2
23227,FILIGREE HEART BUTTERFLY WHITE ,8,0.000254,0.000645,88
84033,FLAG OF ST GEORGE ,1,0.000254,0.0,132
20801,LARGE PINK GLASS SUNDAE DISH,3,0.000254,0.0,35
23571,TRADITIONAL NAUGHTS & CROSSES,28,0.000253,0.0,0
22916,HERB MARKER THYME,20,0.000253,0.0,2
22976,CIRCUS PARADE CHILDRENS EGG CUP ,17,0.000253,0.0,2
21721,CANDY SHOP  STICKER SHEET,2,0.000253,0.0,29
22714,CARD BIRTHDAY COWBOY,24,0.000253,0.0,1
23569,TRADTIONAL ALPHABET STAMP SET,27,0.000253,0.0,0
22393,PAPERWEIGHT VINTAGE COLLAGE,6,0.000253,0.0,78
84218,BOX/12 CHICK & EGG IN BASKET,5,0.000252,0.000645,3
22517,CHILDS GARDEN RAKE PINK,14,0.000252,0.0,9
22587,FELTCRAFT HAIRBAND RED AND BLUE,25,0.000252,0.0,1
23080,RED METAL BOX TOP SECRET,31,0.000252,0.0,0
21723,ALPHABET HEARTS STICKER SHEET,2,0.000252,0.0,29
22218,CAKE STAND LACE WHITE,34,0.000252,0.0,1
22660,DOORMAT I LOVE LONDON,33,0.000252,0.0,2
22701,PINK DOG BOWL,5,0.000252,0.000645,8
22896,PEG BAG APPLES DESIGN,38,0.000251,0.0,1
20692,FLORAL ELEPHANT SOFT TOY,15,0.000251,0.000645,1
22995,TRAVEL CARD WALLET SUKI,14,0.000251,0.0,2
21288,STRIPEY CHOCOLATE NESTING BOXES,6,0.000251,0.001289,30
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",6,0.000251,0.000503,48
22917,HERB MARKER ROSEMARY,20,0.000251,0.0,2
22408,MONEY BOX CONFECTIONERY DESIGN,9,0.000251,0.0,4
22918,HERB MARKER PARSLEY,20,0.000251,0.0,2
22849,BREAD BIN DINER STYLE MINT,28,0.00025,0.0,2
22858,EASTER TIN KEEPSAKE,8,0.00025,0.000645,2
20716,PARTY FOOD SHOPPER BAG,35,0.00025,0.0,1
85135A,YELLOW DRAGONFLY HELICOPTER,1,0.00025,0.0,33
21069,VINTAGE BILLBOARD TEA MUG,21,0.000249,0.0,2
84912B,GREEN ROSE WASHBAG,1,0.000249,0.0,104
21619,4 VANILLA BOTANICAL CANDLES,9,0.000249,0.0,7
84660B,BLACK STITCHED WALL CLOCK,3,0.000249,0.0,76
21740,COSY SLIPPER SHOES LARGE RED,2,0.000249,0.0,41
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,6,0.000249,0.0,12
21284,RETROSPOT CANDLE  SMALL,6,0.000249,0.00129,74
22440,BALLOON WATER BOMB PACK OF 35,37,0.000248,0.0,1
21402,RED  EGG  SPOON,4,0.000248,0.001289,11
