StockCode,Description,Category,TotalRevenue,TotalQty,NumInvoices,NumCustomers,AvgPrice,MaxPrice,RevenueRank,IsSingleCustomerProduct
47504F,ENGLISH ROSE TORCH,Lighting,194.75,527,13,12,1.55,1.65,3624,0
21018,BIRD BOX CHRISTMAS TREE DECORATION,Christmas,194.65001,229,37,30,0.85,0.85,3625,0
17014D,ORIGAMI ROSE INCENSE CONES,Home Decor,194.28,476,5,5,1.015,1.65,3626,0
46776E,WOVEN CANDY CUSHION COVER ,Home Decor,193.95,93,11,9,4.2772727,4.95,3627,0
84877D,BLUE ROUND COMPACT MIRROR,Frames,193.75,107,15,14,2.3611112,3.75,3628,0
21372,MIRRORED WALL ART TABLE LAMP,Lighting,193.23001,141,36,28,1.7413514,5.79,3629,0
21582,KINGS CHOICE SMALL TUBE MATCHES,Home Decor,193.05,117,16,15,1.65,1.65,3630,0
90161A,ANT COPPER RED BOUDICCA BRACELET,Home Decor,193.04999,39,14,14,4.95,4.95,3631,0
35921,EASTER BUNNY HANGING GARLAND,Signs,192.5,154,26,23,1.25,1.25,3632,0
84893,ANT WHITE IRON BASKET,Home Decor,192.29999,34,15,12,5.8875,5.95,3633,0
90087,CRYSTAL SEA HORSE PHONE CHARM,Home Decor,191.76001,276,21,13,0.9728572,1.63,3634,0
90129B,TURQUOISE GLASS TASSLE BAG CHARM ,Bags,191.75,65,18,17,2.95,2.95,3635,0
90030B,RED KUKUI COCONUT SEED NECKLACE,Home Decor,191.3,122,19,17,2.3026316,5.95,3636,0
90185B,AMETHYST DIAMANTE EXPANDABLE RING,Home Decor,191.25,45,13,12,4.25,4.25,3637,0
71028B,SILVER BLUE EGG T-LIGHT HOLDER,Lighting,189.89,483,8,7,0.85625,1.65,3638,0
21400,RED PUDDING SPOON,Kitchen,189.54,1027,63,54,0.22,0.42,3639,0
79303D,LILAC FLOWER BLOCK TABLE LAMP,Lighting,188.79999,64,7,5,2.95,2.95,3640,0
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,Kitchen,188.09999,38,15,12,4.95,4.95,3641,0
20837,FRENCH FLORAL CUSHION COVER ,Home Decor,188.07,165,18,17,1.1844444,2.95,3642,0
21370,MIRRORED WALL ART FOXY,Frames,188.05,50,16,15,5.386471,12.46,3643,0
84509E,SET OF 4 CAROUSEL PLACEMATS ,Home Decor,187.31,133,12,11,2.6316667,3.75,3644,0
21460,GREEN EASTER EGG HUNT START POST,Home Decor,187.20001,96,20,20,1.95,1.95,3645,0
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,Stationery,187.0,22,17,14,8.5,8.5,3646,0
21543,BUTTERFLY WATER TRANSFER TATTOOS ,Home Decor,186.95,267,13,13,0.8346154,0.85,3647,0
90014B,GOLD M PEARL  ORBIT NECKLACE,Home Decor,185.0,20,15,13,9.075,9.95,3648,0
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,Home Decor,184.21,109,16,16,1.69,1.69,3649,0
17084P,DRAGONS BLOOD INCENSE,Home Decor,184.04,924,26,23,0.20821428,0.21,3650,0
35819B,"ACRYLIC HANGING JEWEL,BLUE",Signs,182.95,383,29,26,0.5335294,1.25,3651,0
90035A,"PEARL & SHELL 42""NECKL. GREEN",Home Decor,182.75,17,9,7,10.75,10.75,3652,0
90210A,GREY ACRYLIC FACETED BANGLE,Home Decor,182.65,79,12,12,2.6576922,2.95,3653,0
16053,POPART COL BALLPOINT PEN ASST,Stationery,182.58,4298,8,8,0.16499999,0.21,3654,0
72799D,BLUE PILLAR CANDLE SILVER FLOCK,Lighting,182.15,65,13,12,2.9214287,2.95,3655,0
85128,PLANTPOT SINGLE HOOK PISTACHIO,Home Decor,182.09001,165,2,2,1.395,1.69,3656,0
84464,S/60 PINK FLUFFY CHICKS IN BOX,Home Decor,181.65,83,11,10,2.5,2.55,3657,0
37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,Kitchen,181.5,1122,3,3,0.8833334,1.25,3658,0
84962,SET/3 COLOUR PAINTED KASHMIRI STOOL,Home Decor,179.85,3,2,2,59.95,59.95,3659,0
23697,A PRETTY THANK YOU CARD,Cards/Gift,179.64,438,26,26,0.41777778,0.42,3660,0
16043,POP ART PUSH DOWN RUBBER ,Home Decor,179.04,2142,12,11,0.30999997,0.42,3661,0
90029,NEW BAROQUE SMALL NECKLACE BLACK,Home Decor,178.5,21,10,10,8.5,8.5,3662,0
37506,NEW ENGLAND MILK JUG W GIFT BOX,Cards/Gift,178.5,30,22,21,5.95,5.95,3663,0
90122A,PINK CRYSTAL+GLASS BRACELET,Kitchen,178.2,36,14,14,4.95,4.95,3664,0
35838A,S/6 MULTICOLOUR ORNAMENETAL CANDLE,Lighting,177.6,172,18,18,1.1921053,6.95,3665,0
84985B,SET OF 72 BLACK PAPER DOILIES ,Stationery,176.90001,122,19,12,1.45,1.45,3666,0
84966A,PINK KASHMIRI BOXED MIRROR,Frames,176.0,12,3,3,17.333334,20.0,3667,0
72812,LARGE ZINC GLASS CANDLEHOLDER,Lighting,175.98,78,16,14,2.35375,4.13,3668,0
21368,MIRRORED WALL ART LADIES,Frames,175.05,195,39,32,1.2378049,2.55,3669,0
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",Kitchen,174.9,22,8,7,7.95,7.95,3670,0
35793,S/3 PUPPIES CHRISTMAS DECORATIONS,Christmas,174.05,101,8,7,2.0166667,2.95,3671,0
75011,BLUE DAISY MOBILE,Home Decor,172.51001,181,15,11,1.39,3.75,3672,0
90210C,RED   ACRYLIC FACETED BANGLE,Home Decor,171.95,113,9,9,2.1388888,2.95,3673,0
84706C,PINK FLOCK TABLE CLOCK ,Clocks,170.8,84,4,4,3.7,8.95,3674,0
84706B,FAIRY CAKES TABLE CLOCK,Kitchen,170.05,19,8,8,8.95,8.95,3675,0
47347B,BLUE FLOWER T-LIGHT HOLDER,Lighting,169.72,236,7,6,1.1257143,1.25,3676,0
84531B,BLUE KNITTED EGG COSY,Home Decor,169.26001,194,38,35,1.2244186,1.95,3677,0
90119,METALIC LEAVES BAG CHARMS,Bags,168.72,68,18,6,2.488421,2.55,3678,0
35818B,"ACRYLIC JEWEL ICICLE, BLUE",Home Decor,168.38,403,8,8,0.53875,1.65,3679,0
85205A,IVORY FELT EASTER RABBIT GARLAND,Home Decor,168.3,66,21,21,2.55,2.55,3680,0
90122B,JADE CRYSTAL+GLASS BRACELET,Kitchen,168.29999,34,14,14,4.95,4.95,3681,0
79403,FROSTED WHITE BASE ,Home Decor,167.45001,197,23,19,0.85,0.85,3682,0
90178B,PURPLE CHUNKY GLASS+BEAD NECKLACE,Kitchen,167.29999,14,9,9,11.95,11.95,3683,0
90036A,FLOWER GARLAND NECKLACE RED,Home Decor,166.95,21,14,10,7.95,7.95,3684,0
22330,72 ROUND PINK DOILIES,Home Decor,166.75002,115,15,15,1.45,1.45,3685,0
21102,"CANDLE IN JAR COLLAGE , VANILLA",Lighting,165.75,65,12,10,2.55,2.55,3686,0
90186A,AMETHYST HOOP EARRING FLORAL LEAF,Home Decor,165.20001,56,15,14,2.95,2.95,3687,0
85024C,PINK SMALL JEWELLED PHOTOFRAME,Frames,165.0,100,42,33,1.65,1.65,3688,0
84526,GIANT BLACK SUNGLASSES,Kitchen,163.8,84,31,23,1.95,1.95,3689,0
84531A,PINK KNITTED EGG COSY,Home Decor,163.41,187,38,35,1.1881396,1.95,3690,0
90159,COTE D'AZURE NECKLACE,Home Decor,163.34999,33,15,13,4.95,4.95,3691,0
35809B,ENAMEL BLUE RIM TEA CONTAINER,Home Decor,162.48,81,22,21,2.0422726,2.1,3692,0
16207A,PINK STRAWBERRY HANDBAG ,Bags,162.25,55,19,17,2.95,2.95,3693,0
90162B,ANT SILVER LIME GREEN BOUDICCA RING,Home Decor,162.25,55,19,14,2.95,2.95,3694,0
84529A,PINK KNITTED KIDS RUCKSACK,Home Decor,162.0,24,10,9,6.75,6.75,3695,0
47591A,CAROUSEL DES CHILD'S APRON,Home Decor,161.7,98,36,32,1.65,1.65,3696,0
90151,SILVER/NATURAL SHELL NECKLACE,Home Decor,161.5,19,7,5,8.5,8.5,3697,0
90040B,MURANO STYLE GLASS BRACELET BLACK,Kitchen,161.0,46,17,17,3.5,3.5,3698,0
23305,SET 4 PICNIC CUTLERY BLUEBERRY,Home Decor,159.90001,82,9,9,1.9500002,1.95,3699,0
85185C,COW  SOCK PUPPET,Home Decor,159.3,54,26,24,2.95,2.95,3700,0
85165,CANDY PINK FRENCH BOUDOIR CLOCK,Clocks,159.2,16,11,9,9.95,9.95,3701,0
90125A,PINK BERTIE GLASS BEAD BAG CHARM,Bags,159.0,140,12,9,1.5791665,2.1,3702,0
22864,MUG AND COASTER SET RED CIRCLES,Kitchen,158.76,378,2,1,0.42,0.42,3703,1
84926C,FAIRY CAKES TILE COASTER,Kitchen,158.75,127,19,17,1.25,1.25,3704,0
90019A,SILVER M.O.P ORBIT BRACELET,Home Decor,158.4,32,17,16,4.95,4.95,3705,0
21193,WHITE HONEYCOMB PAPER FAN ,Stationery,158.35999,84,14,14,2.0726666,2.1,3706,0
90155,RESIN NECKLACE W PASTEL BEADS,Home Decor,157.5,21,12,12,7.5,7.5,3707,0
21031,SPACE CADET BLACK,Home Decor,157.41,128,25,23,1.2807409,2.46,3708,0
10123G,ARMY CAMO WRAPPING TAPE,Cards/Gift,157.18,2246,12,12,0.55923074,0.65,3709,0
16054,POPART RECT PENCIL SHARPENER ASST,Stationery,156.9,1205,37,32,0.16054054,0.42,3710,0
23143,ZINC WIRE KITCHEN ORGANISER,Kitchen,156.8,25,12,12,7.1749997,10.4,3711,0
23468,TUSCAN VILLA BIRD TABLE ,Home Decor,156.75,19,11,11,8.25,8.25,3712,0
17178,FLAT PALM T-LIGHT HOLDER,Lighting,156.65,133,24,20,1.234,1.25,3713,0
21226,POCKET MIRROR WOODLAND,Frames,156.25,125,20,17,1.25,1.25,3714,0
82585,SWEET VALENCIA CANDLE+CUP,Lighting,155.88,132,21,18,1.2420833,1.25,3715,0
90098,NECKLACE+BRACELET PINK BUTTERFLY,Home Decor,155.54999,61,23,22,2.55,2.55,3716,0
23416,CHAMBRE HOOK,Home Decor,155.06999,123,18,18,1.16,1.65,3717,0
90123B,TURQUOISE HEART OF GLASS BRACELET,Kitchen,154.7,26,11,8,5.95,5.95,3718,0
72140E,BEST DAD CANDLE LETTERS,Lighting,154.20999,217,27,26,0.83500004,0.85,3719,0
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,Cards/Gift,153.75,41,10,8,3.75,3.75,3720,0
84855,BLOKEY SILVER TOOL SET,Home Decor,153.45,31,11,10,4.95,4.95,3721,0
84029D,LEOPARD PRINT HOT WATER BOTTLE,Home Decor,153.3,46,12,12,3.6833334,3.75,3722,0
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,Home Decor,153.0,18,10,10,8.5,8.5,3723,0
90185A,AMBER DIAMANTE EXPANDABLE RING,Home Decor,153.0,36,9,8,4.25,4.25,3724,0
21461,BLUE EASTER EGG HUNT START POST,Home Decor,152.1,78,19,17,1.95,1.95,3725,0
48175,DOOR MAT CAMOUFLAGE,Home Decor,152.0,38,1,1,4.0,4.0,3726,1
16202E,BLACK PHOTO ALBUM ,Frames,150.6,81,13,12,2.723077,5.55,3727,0
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,Lighting,150.45,51,16,16,2.95,2.95,3728,0
90093,CLEAR CRYSTAL STAR PHONE CHARM,Home Decor,150.44,200,18,15,0.86333334,1.63,3729,0
37471,MULTICOLOUR DOTS PLATE,Kitchen,150.40001,1384,4,4,0.47500002,0.85,3730,0
17011A,ORIGAMI VANILLA INCENSE+FLOWER ,Home Decor,150.0,254,6,6,1.3166666,2.1,3731,0
82093,HEART SHAPE BUTTON FRAME ,Frames,150.0,100,7,7,2.3214285,3.75,3732,0
21310,CAPIZ CHANDELIER,Home Decor,149.75,5,3,3,29.950003,29.95,3733,0
84452,METAL RABBIT LADDER EASTER ,Signs,149.6,176,26,23,0.85,0.85,3734,0
82587,TEXRIO TOMATOES CANDLE+CUP,Lighting,149.19,123,32,26,1.2397296,1.25,3735,0
17108D,FLOWER FAIRY SUMMER BOUQUET SACHET,Home Decor,149.1,355,23,17,0.42,0.42,3736,0
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,Home Decor,148.75,25,13,13,5.95,5.95,3737,0
90018A,SILVER M.O.P ORBIT DROP EARRINGS,Home Decor,148.75,35,16,15,4.25,4.25,3738,0
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,Home Decor,148.75,25,14,14,5.95,5.95,3739,0
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,Stationery,148.75,22,9,8,8.027778,8.5,3740,0
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,Lighting,147.9,174,20,20,0.8500001,0.85,3741,0
90129C,GREEN GLASS TASSLE BAG CHARM,Bags,147.5,50,17,16,2.95,2.95,3742,0
84720,DOT MATRIX CANVAS ART PICTURE,Frames,147.05,35,3,3,6.883333,12.75,3743,0
90002A,FLOWER BURST SILVER RING OPAL,Home Decor,146.25,39,14,14,3.75,3.75,3744,0
85095,THREE CANVAS LUGGAGE TAGS,Frames,145.81,91,11,9,2.18,4.13,3745,0
20796,SMALL BLUE PROVENCAL CERAMIC BALL,Kitchen,145.2,88,13,11,1.6499999,1.65,3746,0
35980C,REDWHITE STRIPE SCANDINAVIAN HEART ,Home Decor,145.16,382,28,28,0.38,0.38,3747,0
20672,PINK TEATIME PRINT BOWL,Kitchen,145.0,116,22,21,1.25,1.25,3748,0
84313A,PINK TV TRAY TABLE ,Home Decor,144.5,34,16,10,4.25,4.25,3749,0
47518F,ICON PLACEMAT POP ART ELVIS,Home Decor,144.3,900,31,22,0.16838709,0.42,3750,0
35610B,BLACK CHRISTMAS FLOCK DROPLET ,Christmas,144.07,179,13,13,1.1314286,1.25,3751,0
90048,GREEN WITH METAL BAG CHARM,Bags,143.55,29,6,4,4.95,4.95,3752,0
22882,NUMBER TILE VINTAGE FONT 3,Cards/Gift,143.25,99,26,18,1.8492309,2.17,3753,0
21353,SILVER SLEIGHBELL  WREATH,Home Decor,143.1,18,8,8,7.95,7.95,3754,0
84564,6 SEGMENT COLOURED SNACK BOWL ,Kitchen,143.09999,18,9,9,7.9499993,7.95,3755,0
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",Kitchen,143.09999,18,11,10,7.95,7.95,3756,0
90123C,GREEN HEART OF GLASS BRACELET,Kitchen,142.79999,24,9,7,5.95,5.95,3757,0
84877A,PINK ROUND COMPACT MIRROR,Frames,142.5,46,14,14,3.5714285,3.75,3758,0
82553,POP'S GREASY SPOON METAL SIGN,Kitchen,141.9,86,20,14,1.65,1.65,3759,0
23694,PAISLEY PARK CARD,Cards/Gift,141.84,348,24,23,0.4175,0.42,3760,0
37422,WHITE WITH BLACK CATS BOWL,Kitchen,141.68001,344,27,14,0.81814814,0.85,3761,0
84617,NEW BAROQUE BLACK BOXES,Home Decor,140.25,11,7,7,12.75,12.75,3762,0
21003,ROSE DU SUD CUSHION COVER,Home Decor,139.7,22,11,10,6.35,6.35,3763,0
10120,DOGGY RUBBER,Home Decor,139.43999,664,62,52,0.21,0.21,3764,0
90180B,PURPLE AMETHYST NECKLACE W TASSEL,Home Decor,139.3,14,10,10,9.95,9.95,3765,0
90124C,GREEN MURANO TWIST NECKLACE,Home Decor,139.29999,14,8,7,9.95,9.95,3766,0
90086,CRYSTAL FROG PHONE CHARM,Home Decor,139.18001,190,19,12,1.09,1.63,3767,0
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,Bags,138.75,37,14,14,3.75,3.75,3768,0
81952V,ROUND PURPLE CLOCK WITH SUCKER,Clocks,138.63,453,34,27,0.3627027,0.85,3769,0
23304,SET 4 PICNIC CUTLERY CHERRY ,Home Decor,138.45001,71,9,9,1.9500002,1.95,3770,0
23417,BATHROOM HOOK,Home Decor,137.76,140,21,21,1.1345454,1.65,3771,0
72754B,F FAIRY POTPOURRI CUSHIONS LAVENDER,Home Decor,137.54001,170,8,8,1.1700001,1.69,3772,0
84709A,SILVER OVAL JEWELLED MIRROR,Frames,136.84999,23,11,11,5.95,5.95,3773,0
90123D,WHITE HEART OF GLASS BRACELET,Kitchen,136.84999,23,8,7,5.95,5.95,3774,0
35824P,"HANGING FLOWERS+MIRROR,PINK",Frames,136.44,324,3,2,0.75,1.49,3775,0
90214A,"LETTER ""A"" BLING KEY RING",Home Decor,135.71,127,45,27,1.2073333,1.25,3776,0
20952,PORCELAIN CHERUB BELL SMALL,Home Decor,135.23999,322,20,19,0.42,0.42,3777,0
84527,FLAMES SUNGLASSES PINK LENSES,Kitchen,135.15001,73,19,19,1.9363637,1.95,3778,0
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",Kitchen,135.15,17,9,8,7.9499993,7.95,3779,0
90081C,LILY BROOCH OLIVE COLOUR,Home Decor,133.65,27,13,13,4.95,4.95,3780,0
84231,EASTER BUNNY WITH BASKET ON BACK,Home Decor,132.59999,204,34,28,0.65,0.65,3781,0
79192A,RETRO PLASTIC 70'S TRAY,Home Decor,132.5,106,30,26,1.25,1.25,3782,0
71496A,A4 WALL TIDY BLUE OFFICE,Home Decor,132.23999,240,8,8,0.5833333,0.65,3783,0
45013,FOLDING SHOE TIDY,Home Decor,132.0,48,8,8,2.9,2.95,3784,0
22885,NUMBER TILE VINTAGE FONT 6 ,Cards/Gift,131.55,93,17,13,1.7958823,2.17,3785,0
37467,PIG MUG IN TWO COLOUR DESIGNS,Kitchen,131.44,212,28,28,0.7185715,0.85,3786,0
77079,DOLPHIN WINDMILL,Home Decor,131.43999,62,11,10,2.12,2.12,3787,0
90013C,GREEN VINTAGE EARRINGS ,Cards/Gift,131.25,35,10,10,3.75,3.75,3788,0
48179,DOOR MAT SWEET HOME,Home Decor,131.25,28,6,6,6.2916665,6.75,3789,0
90003D,CRYSTAL PAIR HEART HAIR SLIDES,Home Decor,131.25,35,15,15,3.75,3.75,3790,0
82011A,"BATHROOM SCALES, TROPICAL BEACH",Home Decor,131.25,35,23,19,3.75,3.75,3791,0
84555A,YELLOW VW BEETLE CERAMIC MONEY BOX,Kitchen,130.9,46,15,13,2.925,2.95,3792,0
84874B,BLUE TRAVEL FIRST AID KIT,Home Decor,130.35,79,28,26,1.65,1.65,3793,0
84925E,FLOWERS WALL THERMOMETER,Home Decor,130.05,75,3,3,2.2666667,2.55,3794,0
20899,VINTAGE NOTEBOOK RED ROSE,Cards/Gift,129.8,44,12,12,2.9500003,2.95,3795,0
17011D,ORIGAMI ROSE INCENSE+FLOWER,Home Decor,129.29999,207,2,2,0.475,0.65,3796,0
84228,HEN HOUSE W CHICK STANDING,Home Decor,129.24,322,23,19,0.4178261,0.42,3797,0
20821,GOLDIE LOOKING MIRROR,Frames,128.7,26,10,10,4.95,4.95,3798,0
90065A,WHITE VINTAGE CRYSTAL BRACELET,Cards/Gift,128.25,19,7,7,6.75,6.75,3799,0
16119,FUNKY GIRL ADDRESS BOOK,Stationery,128.20999,271,7,7,1.0014286,1.25,3800,0
84255B,ORANGE COCKTAIL GLASS LAMP,Lighting,128.09999,61,14,11,2.1,2.1,3801,0
90175B,PINK GLASS CHUNKY CHARM BRACELET,Kitchen,127.799995,15,7,6,8.028571,8.95,3802,0
84782B,BLACK 3 TIER GLASS PLATE STAND,Kitchen,127.5,10,6,6,12.75,12.75,3803,0
90013D,PURPLE VINTAGE EARRINGS,Cards/Gift,127.5,34,8,7,3.75,3.75,3804,0
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,Home Decor,127.5,15,9,8,8.5,8.5,3805,0
85018C,S/6 PAPER BOXES CURIOUS IMAGES ,Stationery,127.200005,36,4,4,4.035,4.25,3806,0
85179C,PINK BITTY LIGHT CHAIN,Lighting,126.850006,77,10,10,2.6100001,4.65,3807,0
46137D,GREEN CHENILLE SHAGGY RUG,Home Decor,126.85,43,3,2,2.95,2.95,3808,0
23303,SET 4 PICNIC CUTLERY FONDANT,Home Decor,126.75001,65,6,6,1.9500002,1.95,3809,0
82607E,GLASS BONBON JAR. D'AMANDES,Kitchen,126.25,101,25,18,1.25,1.25,3810,0
84559D,3D SHEET OF SEA WORLD STICKERS,Cards/Gift,124.950005,147,29,23,0.85,0.85,3811,0
84622,PINK GINGHAM ROSE CUSHION COVER,Home Decor,124.95,21,7,7,5.95,5.95,3812,0
35816P,"ACRYLIC JEWEL ANGEL,PINK",Home Decor,124.88,292,7,7,0.75285715,1.25,3813,0
10080,GROOVY CACTUS INFLATABLE,Home Decor,124.61,303,26,23,0.5092593,0.85,3814,0
84661C,PINK SQUARE TABLE CLOCK,Clocks,124.549995,137,12,12,1.3183333,2.55,3815,0
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,Bags,124.200005,102,11,9,1.7590908,2.1,3816,0
84927A,WAKE UP COCKEREL TILE HOOK,Home Decor,124.17,218,25,22,1.5964,2.1,3817,0
90162C,ANT SILVER FUSCHIA BOUDICCA RING,Home Decor,123.9,42,16,10,2.95,2.95,3818,0
35015,JACOBS LADDER SMALL,Home Decor,123.84,2064,38,35,0.06,0.06,3819,0
90173,PAIR BUTTERFLY HAIR CLIPS,Home Decor,123.75,33,7,7,3.75,3.75,3820,0
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,Lighting,123.75,33,12,9,3.75,3.75,3821,0
22881,NUMBER TILE VINTAGE FONT 2,Cards/Gift,123.75,89,15,9,1.7753334,2.17,3822,0
20816,GOLD FLOWER CUSHION COVER ,Home Decor,123.6,24,7,5,5.3785715,6.75,3823,0
22850,BREAD BIN DINER STYLE BLACK,Home Decor,123.6,8,1,1,15.950001,16.95,3824,1
21087,SET/6 POSIES PAPER CUPS,Kitchen,123.21999,220,20,19,0.5623809,0.65,3825,0
84367,LA STREGA CANVAS PICTURE ,Frames,122.549995,73,7,6,1.9499999,3.75,3826,0
79308B,MOSAIC CANDLE DISH BLUE PURPLE,Lighting,122.4,144,2,1,0.85,0.85,3827,1
16168S,FUNKY MONKEY GIFT BAG SMALL,Bags,121.86,1274,7,4,0.17571428,0.29,3828,0
79532,MOSAIC GLASS BALL CANDLEHOLDER,Lighting,121.25,97,18,15,1.25,1.25,3829,0
85166A,WHITE METAL BAROQUE PHOTO FRAME,Frames,120.0,72,8,8,3.125,3.75,3830,0
90214S,"LETTER ""S"" BLING KEY RING",Home Decor,119.75,115,35,26,1.1742105,1.25,3831,0
35911B,PINK/FLOWER RABBIT EGG WARMER ,Home Decor,119.7,57,13,12,2.1,2.1,3832,0
23463,VINTAGE ZINC WATERING CAN,Cards/Gift,119.399994,12,7,7,9.95,9.95,3833,0
84656,WHITE ROSE C/COVER,Home Decor,119.0,20,12,12,5.9499993,5.95,3834,0
90214C,"LETTER ""C"" BLING KEY RING",Home Decor,118.79,115,35,21,1.1433333,1.25,3835,0
21228,"POCKET MIRROR ""GLAMOROUS""",Frames,118.75,95,29,25,1.25,1.25,3836,0
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,Bags,118.65001,7,6,6,16.95,16.95,3837,0
84873A,FUNKY FLOWER PICNIC BAG FOR 4,Bags,118.65001,7,5,5,16.95,16.95,3838,0
35933,PINK STOCKING CHRISTMAS DECORATION,Christmas,118.56,312,23,20,0.38,0.38,3839,0
22883,NUMBER TILE VINTAGE FONT 4,Cards/Gift,117.90001,86,12,9,1.7316667,2.17,3840,0
22884,NUMBER TILE VINTAGE FONT 5,Cards/Gift,117.9,86,19,14,1.8121053,2.17,3841,0
44242B,PINK FEATHERS CURTAIN,Home Decor,117.78,106,8,8,1.135,1.25,3842,0
84751B,BLACK MEDIUM GLASS CAKE STAND,Kitchen,117.44,40,19,18,2.904286,3.75,3843,0
35824C,"HANGING FLOWERS+MIRROR,CLEAR",Frames,117.05,235,8,8,0.935,1.49,3844,0
84858A,NATURAL RIVIERA HANDBAG,Bags,116.7,52,7,7,5.278571,5.95,3845,0
23185,FRENCH STYLE STORAGE JAR JAM,Kitchen,116.59,323,30,27,0.3496875,1.25,3846,0
72038P,PRICE'S CANDLE PEACH,Lighting,116.5,1050,9,9,0.15222222,0.21,3847,0
16206B,RED PURSE WITH PINK HEART,Bags,116.4,96,16,14,1.23125,1.25,3848,0
90144,SILVER DROP EARRINGS WITH FLOWER,Home Decor,116.25,31,11,11,3.75,3.75,3849,0
84921,CREAM AND PINK FLOWERS PONY ,Home Decor,116.25,31,14,13,3.75,3.75,3850,0
90030C,BROWN KUKUI COCONUT SEED NECKLACE,Home Decor,115.65,81,10,10,1.99,5.95,3851,0
20848,ZINC HEART LATTICE CHARGER SMALL,Home Decor,115.05,39,12,10,2.95,2.95,3852,0
20896,VINTAGE NOTEBOOK PINK FLOWER,Cards/Gift,115.05,39,13,13,2.95,2.95,3853,0
85190,PINK FLOWER HANGING HEART ,Signs,114.75001,135,14,14,0.85,0.85,3854,0
90214K,"LETTER ""K"" BLING KEY RING",Home Decor,114.75,111,45,23,1.1887233,1.25,3855,0
17090D,VANILLA INCENSE 40 CONES IN TIN,Kitchen,113.95,95,28,21,1.2375,1.25,3856,0
46776D,WOVEN SUNSET CUSHION COVER ,Home Decor,113.85,23,9,7,4.95,4.95,3857,0
84288B,SET/2 BLUE  NOODLE BASKETS,Home Decor,113.100006,58,21,19,1.95,1.95,3858,0
82607C,GLASS BONBON JAR. SUPERFINES,Kitchen,112.5,90,21,16,1.25,1.25,3859,0
84462,3 PINK HEN+CHICKS IN BASKET,Home Decor,112.35,99,13,13,1.2353846,1.25,3860,0
44236,PINK/PURPLE CIRCLE CURTAIN,Home Decor,112.32,64,12,9,2.8684616,4.65,3861,0
21412,VINTAGE GOLD TINSEL REEL,Kitchen,112.14,235,42,33,0.5847059,2.1,3862,0
90129D,AMBER GLASS TASSLE BAG CHARM,Bags,112.100006,38,12,12,2.9500003,2.95,3863,0
22880,NUMBER TILE VINTAGE FONT 1,Cards/Gift,112.05,83,14,10,1.7753334,2.17,3864,0
71510,SQUARE METAL CANDLEHOLDER BASE,Lighting,112.049995,177,17,11,0.7935294,0.85,3865,0
17014A,ORIGAMI VANILLA INCENSE CONES,Home Decor,111.81,247,9,9,0.70222217,1.65,3866,0
72133,COLUMBIAN CANDLE RECTANGLE,Lighting,111.62,106,27,24,1.2219355,1.25,3867,0
71495B,CD WALL TIDY RED FLOWERS,Home Decor,111.600006,300,12,8,0.40153843,0.42,3868,0
84493,BLUE/PINK NEST STRIPE BOX,Home Decor,111.119995,1142,5,5,1.562,2.55,3869,0
90170,DAISY HAIR BAND,Home Decor,110.549995,67,10,10,1.65,1.65,3870,0
20693,FLORAL DINOSAUR GREEN,Home Decor,110.5,26,12,10,4.25,4.25,3871,0
90024D,NEW BAROQUE B'FLY NECKLACE PINK,Home Decor,110.5,13,11,11,8.5,8.5,3872,0
22886,NUMBER TILE VINTAGE FONT 7,Cards/Gift,110.100006,82,14,8,1.7628572,2.17,3873,0
23496,PANTRY KITCHEN THERMOMETER ,Kitchen,110.0,88,22,21,1.25,1.25,3874,0
78026,SEAGRASS S/3 SQU LAUNDRY BOX,Home Decor,110.0,11,1,1,10.0,10.0,3875,1
84886,BLUE METAL WALL SHELF,Christmas,109.45,11,8,8,9.95,9.95,3876,0
23578,SNACK TRAY RED GINGHAM,Home Decor,109.200005,56,11,11,1.95,1.95,3877,0
72134,COLUMBIAN  CUBE CANDLE ,Lighting,109.16,320,20,15,0.65190476,0.85,3878,0
90129E,PURPLE GLASS TASSLE BAG CHARM,Bags,109.15001,37,10,10,2.95,2.95,3879,0
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,Cards/Gift,108.899994,22,7,7,4.95,4.95,3880,0
